transaction_id,customer_id,card_id,transaction_time,amount,merchant,merchant_category,location,ingestion_timestamp,source_file,batch_id
T1106,C009,CRD09,2026-05-01T04:45:45.000Z,57520.93,Luxury Brand,Luxury,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0544,C007,CRD07,2026-04-29T19:19:04.000Z,8889.04,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0330,C008,CRD08,2026-04-28T08:50:54.000Z,1307.57,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0328,C005,CRD05,2026-04-28T14:06:50.000Z,10065.43,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0308,C009,CRD09,2026-04-29T05:41:44.000Z,2921.47,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T1188,C002,CRD02,2026-04-29T17:48:31.000Z,111.75,McDonald's,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T1095,C006,CRD06,2026-04-29T20:14:48.000Z,510.8,Louis Vuitton,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0589,C010,CRD10,2026-04-29T05:26:38.000Z,9412.19,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0263,C003,CRD03,2026-04-30T04:18:52.000Z,226.55,Max Fashion,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0402,C001,CRD01,2026-04-27T21:31:51.000Z,1159.7,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0585,C006,CRD06,2026-04-29T19:09:53.000Z,53642.11,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0540,C002,CRD02,2026-04-28T19:58:01.000Z,263.8,Swiggy,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0704,C007,CRD07,2026-04-29T12:31:49.000Z,430.11,Dominos,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0442,C007,CRD07,2026-04-30T21:19:37.000Z,212.18,McDonald's,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T1029,C008,CRD08,2026-04-29T05:52:51.000Z,1362.56,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0945,C007,CRD07,2026-05-01T01:11:06.000Z,552.74,Swiggy,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0601,C003,CRD03,2026-04-29T13:48:14.000Z,479.5,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0364,C008,CRD08,2026-04-29T12:44:59.000Z,1422.33,Flipkart,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0890,C008,CRD08,2026-04-28T16:36:09.000Z,1124.37,Amazon,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T1138,C002,CRD02,2026-04-29T10:30:25.000Z,165.23,Zomato,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0752,C008,CRD08,2026-04-30T10:18:06.000Z,1406.87,Myntra,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0560,C001,CRD01,2026-04-29T07:17:34.000Z,937.65,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0503,C004,CRD04,2026-05-01T08:02:38.000Z,3456.46,Croma,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0686,C007,CRD07,2026-04-30T17:15:01.000Z,1089.47,Max Fashion,Shopping,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0995,C004,CRD04,2026-04-29T18:02:13.000Z,3981.05,Croma,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1186,C009,CRD09,2026-04-29T15:51:03.000Z,656.27,Croma,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0955,C003,CRD03,2026-04-30T14:32:54.000Z,557.51,H&M,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0632,C004,CRD04,2026-04-29T10:27:08.000Z,10299.28,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0615,C002,CRD02,2026-04-29T16:53:27.000Z,6312.58,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0048,C005,CRD05,2026-04-28T16:17:32.000Z,241.67,DMart,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0254,C007,CRD07,2026-04-29T15:02:17.000Z,14039.4,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0150,C004,CRD04,2026-04-30T12:34:30.000Z,1809.39,Medplus,Healthcare,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0871,C004,CRD04,2026-04-28T14:46:05.000Z,95899.17,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0767,C002,CRD02,2026-04-28T10:54:30.000Z,58.73,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0460,C010,CRD10,2026-04-28T19:25:02.000Z,6434.56,Luxury Brand,Luxury,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0799,C009,CRD09,2026-04-30T19:27:04.000Z,1954.41,Apple Store,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0383,C003,CRD03,2026-04-29T03:47:15.000Z,518.81,H&M,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0894,C009,CRD09,2026-04-28T05:22:21.000Z,1171.93,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0475,C002,CRD02,2026-04-30T23:23:51.000Z,5372.83,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0949,C010,CRD10,2026-04-29T01:02:54.000Z,113.47,Max Fashion,Shopping,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0353,C008,CRD08,2026-04-29T23:28:26.000Z,1591.91,Myntra,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0657,C002,CRD02,2026-04-29T10:36:20.000Z,233.16,Zomato,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0833,C002,CRD02,2026-04-30T21:47:31.000Z,151.49,Swiggy,Food,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0356,C006,CRD06,2026-04-28T04:09:13.000Z,2265.87,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1149,C004,CRD04,2026-04-28T01:46:38.000Z,1751.59,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1087,C005,CRD05,2026-04-28T23:43:43.000Z,14208.42,IRCTC,Travel,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0424,C007,CRD07,2026-04-28T17:42:55.000Z,1726.68,H&M,Shopping,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0961,C002,CRD02,2026-04-29T13:41:58.000Z,14175.85,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0590,C001,CRD01,2026-04-30T21:54:55.000Z,964.27,McDonald's,Food,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0070,C010,CRD10,2026-04-28T13:41:33.000Z,10597.14,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0568,C004,CRD04,2026-04-30T16:37:35.000Z,2781.22,MakeMyTrip,Travel,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T1160,C007,CRD07,2026-04-28T12:05:32.000Z,2781.14,Zomato,Food,Lucknow,2026-07-13T18:59:19.304Z,transaction.csv,1
T0469,C005,CRD05,2026-05-01T01:45:01.000Z,520.3,Blinkit,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0454,C006,CRD06,2026-04-29T03:21:27.000Z,1899.5,Luxury Brand,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0647,C003,CRD03,2026-04-30T07:06:39.000Z,9378.5,IndianOil,Fuel,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1051,C003,CRD03,2026-05-01T00:40:47.000Z,506.75,H&M,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0877,C002,CRD02,2026-04-30T23:43:52.000Z,150.93,Swiggy,Food,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0644,C008,CRD08,2026-04-29T03:05:47.000Z,13243.83,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0262,C001,CRD01,2026-04-30T12:14:13.000Z,1434.35,Myntra,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0210,C003,CRD03,2026-04-30T17:50:21.000Z,11694.15,Luxury Brand,Luxury,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T1070,C009,CRD09,2026-05-01T05:20:55.000Z,1693.52,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0813,C006,CRD06,2026-04-29T03:54:18.000Z,987.05,Luxury Brand,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0823,C010,CRD10,2026-04-28T21:25:56.000Z,8476.68,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1077,C003,CRD03,2026-04-29T07:45:29.000Z,191.38,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1022,C003,CRD03,2026-04-29T16:35:02.000Z,11022.72,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0371,C006,CRD06,2026-04-28T02:46:35.000Z,1565.77,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1054,C010,CRD10,2026-05-01T01:04:14.000Z,206.67,Max Fashion,Shopping,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0916,C002,CRD02,2026-04-30T15:03:19.000Z,315.07,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0655,C005,CRD05,2026-04-28T18:28:15.000Z,465.45,BigBasket,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0812,C007,CRD07,2026-04-29T01:36:41.000Z,9566.45,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0897,C007,CRD07,2026-04-29T14:42:56.000Z,5681.73,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0448,C003,CRD03,2026-04-27T23:58:05.000Z,1982.62,H&M,Shopping,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0939,C007,CRD07,2026-04-28T16:36:02.000Z,485.72,Swiggy,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0664,C001,CRD01,2026-04-28T15:38:57.000Z,410.86,Myntra,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1144,C006,CRD06,2026-04-29T15:36:49.000Z,7024.59,DMart,Groceries,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1018,C010,CRD10,2026-04-29T06:40:44.000Z,13596.34,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1072,C004,CRD04,2026-04-30T11:44:53.000Z,2157.5,Croma,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0994,C003,CRD03,2026-05-01T03:07:34.000Z,137.69,H&M,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1037,C010,CRD10,2026-05-01T05:05:16.000Z,5923.05,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0022,C005,CRD05,2026-04-29T08:48:00.000Z,6058.42,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0573,C002,CRD02,2026-04-29T20:31:05.000Z,148.53,Zomato,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T1153,C007,CRD07,2026-04-28T16:32:50.000Z,248.39,Swiggy,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0933,C005,CRD05,2026-04-29T00:45:10.000Z,805.58,BigBasket,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0479,C008,CRD08,2026-04-30T10:13:47.000Z,14626.18,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0074,C007,CRD07,2026-04-30T00:23:58.000Z,4258.28,PVR Cinemas,Entertainment,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0964,C010,CRD10,2026-04-30T18:48:29.000Z,6447.75,Luxury Brand,Luxury,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0935,C002,CRD02,2026-04-30T08:09:41.000Z,4014.49,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0953,C003,CRD03,2026-04-29T00:12:44.000Z,426.38,H&M,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0062,C004,CRD04,2026-04-30T11:02:30.000Z,3764.04,Reliance Digital,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1110,C010,CRD10,2026-04-29T01:25:52.000Z,9682.92,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0369,C007,CRD07,2026-04-30T01:50:20.000Z,403.65,Swiggy,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0451,C010,CRD10,2026-05-01T08:11:20.000Z,667.1,Zara,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0847,C002,CRD02,2026-04-28T21:00:48.000Z,332.59,Zomato,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0627,C008,CRD08,2026-05-01T01:27:59.000Z,524.26,BPCL,Fuel,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0521,C008,CRD08,2026-04-28T05:54:07.000Z,2635.01,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0534,C004,CRD04,2026-04-29T16:35:21.000Z,1815.92,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0785,C006,CRD06,2026-04-30T10:26:10.000Z,854.17,Tiffany,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0077,C003,CRD03,2026-04-30T10:43:04.000Z,245.22,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0088,C002,CRD02,2026-04-28T20:06:34.000Z,6818.48,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0468,C009,CRD09,2026-04-29T23:29:24.000Z,792.27,Croma,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0801,C006,CRD06,2026-04-28T11:14:19.000Z,1181.6,Tiffany,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1190,C006,CRD06,2026-04-28T20:33:11.000Z,1068.56,Louis Vuitton,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0972,C002,CRD02,2026-05-01T04:13:43.000Z,10902.1,HPCL,Fuel,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0884,C003,CRD03,2026-04-28T20:08:54.000Z,4013.39,McDonald's,Food,Lucknow,2026-07-13T18:59:19.304Z,transaction.csv,1
T0698,C002,CRD02,2026-04-30T01:12:07.000Z,327.52,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0559,C005,CRD05,2026-04-30T02:18:49.000Z,903.12,DMart,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0280,C002,CRD02,2026-04-29T01:30:57.000Z,4434.78,Flipkart,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T1083,C009,CRD09,2026-04-28T08:34:12.000Z,3112.06,Reliance Digital,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0462,C001,CRD01,2026-04-30T00:05:41.000Z,712.79,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0225,C004,CRD04,2026-04-28T22:24:02.000Z,3957.03,Croma,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0192,C008,CRD08,2026-04-30T01:12:48.000Z,1273.07,Meesho,E-commerce,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0159,C010,CRD10,2026-04-27T20:07:22.000Z,695.1,Max Fashion,Shopping,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0197,C006,CRD06,2026-04-28T06:34:09.000Z,1369.5,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0208,C008,CRD08,2026-04-29T02:05:02.000Z,428.33,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0246,C005,CRD05,2026-04-29T02:43:11.000Z,9562.82,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0562,C003,CRD03,2026-04-29T22:45:21.000Z,441.37,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1140,C003,CRD03,2026-04-27T20:57:49.000Z,2333.22,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0342,C001,CRD01,2026-04-30T00:32:51.000Z,69.13,Meesho,E-commerce,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0786,C004,CRD04,2026-04-30T09:00:40.000Z,1972.19,Reliance Digital,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0670,C001,CRD01,2026-04-29T23:41:27.000Z,18964.39,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0514,C002,CRD02,2026-04-28T10:09:24.000Z,793.26,Yatra,Travel,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0255,C006,CRD06,2026-04-28T20:00:50.000Z,1218.82,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0720,C001,CRD01,2026-04-28T03:14:25.000Z,2005.1,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T1004,C007,CRD07,2026-04-29T02:38:07.000Z,484.7,Swiggy,Food,Kolkata,2026-07-13T18:59:19.304Z,transaction.csv,1
T0216,C010,CRD10,2026-04-28T13:58:28.000Z,537.25,Zara,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0576,C006,CRD06,2026-04-28T05:26:41.000Z,114.59,Luxury Brand,Luxury,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0466,C005,CRD05,2026-04-29T03:51:10.000Z,734.53,Blinkit,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0269,C004,CRD04,2026-04-30T16:46:22.000Z,2837.81,Reliance Digital,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0276,C005,CRD05,2026-04-28T00:13:39.000Z,793.92,Blinkit,Groceries,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1021,C009,CRD09,2026-04-29T06:09:06.000Z,416.85,Croma,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0753,C010,CRD10,2026-04-30T01:48:51.000Z,511.4,Zara,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T1189,C004,CRD04,2026-04-30T02:10:20.000Z,1950.62,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0699,C003,CRD03,2026-05-01T01:28:23.000Z,227.23,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0057,C002,CRD02,2026-04-28T11:17:31.000Z,211.11,McDonald's,Food,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0010,C006,CRD06,2026-04-29T11:44:11.000Z,1946.75,Tiffany,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0509,C009,CRD09,2026-04-28T20:53:33.000Z,1486.17,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1073,C006,CRD06,2026-04-28T12:10:18.000Z,474.19,Luxury Brand,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1170,C010,CRD10,2026-04-30T16:26:00.000Z,209.82,Zara,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0375,C009,CRD09,2026-04-29T11:17:38.000Z,8422.12,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T1169,C008,CRD08,2026-04-30T21:05:14.000Z,2331.14,Croma,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0630,C008,CRD08,2026-04-29T00:20:29.000Z,1382.06,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1192,C005,CRD05,2026-04-28T19:46:16.000Z,328.32,DMart,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T0598,C006,CRD06,2026-04-30T19:31:28.000Z,2511.28,Yatra,Travel,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0187,C006,CRD06,2026-05-01T04:43:34.000Z,257.11,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0839,C009,CRD09,2026-04-30T02:41:50.000Z,1590.02,Apple Store,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0174,C006,CRD06,2026-04-29T20:41:43.000Z,304.31,Tiffany,Luxury,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0241,C001,CRD01,2026-04-30T01:42:05.000Z,183.63,Flipkart,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0321,C005,CRD05,2026-04-29T19:57:31.000Z,9028.21,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T1173,C002,CRD02,2026-04-29T07:54:10.000Z,5462.98,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T1185,C001,CRD01,2026-04-30T08:08:40.000Z,13154.23,Blinkit,Groceries,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0035,C008,CRD08,2026-04-28T21:41:55.000Z,1729.63,Amazon,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0921,C002,CRD02,2026-04-30T15:30:25.000Z,3788.3,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0815,C008,CRD08,2026-04-29T22:38:30.000Z,925.2,Meesho,E-commerce,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0042,C010,CRD10,2026-04-30T03:27:24.000Z,428.7,H&M,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0738,C009,CRD09,2026-04-30T17:01:51.000Z,1352.71,Reliance Digital,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0228,C007,CRD07,2026-04-28T22:11:34.000Z,314.83,Zomato,Food,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0790,C008,CRD08,2026-04-29T12:41:11.000Z,1760.98,Flipkart,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0008,C004,CRD04,2026-04-30T10:55:57.000Z,4085.27,IndianOil,Fuel,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0224,C008,CRD08,2026-04-28T05:30:59.000Z,207.25,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0277,C001,CRD01,2026-04-29T22:54:19.000Z,1785.41,Amazon,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T0721,C002,CRD02,2026-04-29T22:13:09.000Z,4302.71,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T1000,C002,CRD02,2026-04-30T02:37:08.000Z,78.37,Zomato,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0858,C010,CRD10,2026-05-01T00:16:07.000Z,309.51,Max Fashion,Shopping,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1
T1027,C010,CRD10,2026-04-28T06:46:16.000Z,2206.01,H&M,Shopping,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0755,C003,CRD03,2026-04-29T20:31:06.000Z,4441.59,HPCL,Fuel,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T1047,C006,CRD06,2026-04-28T08:52:05.000Z,13846.53,1mg,Healthcare,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0842,C010,CRD10,2026-04-29T00:44:04.000Z,15455.53,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0121,C004,CRD04,2026-04-30T05:21:26.000Z,854.06,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0388,C001,CRD01,2026-04-30T05:58:34.000Z,1379.36,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0617,C001,CRD01,2026-04-30T19:47:26.000Z,11922.41,Luxury Brand,Luxury,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0658,C003,CRD03,2026-04-29T17:47:40.000Z,331.47,H&M,Shopping,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0513,C001,CRD01,2026-04-30T06:55:45.000Z,124.34,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0689,C009,CRD09,2026-04-28T16:16:25.000Z,2263.03,Croma,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T1098,C010,CRD10,2026-05-01T00:12:46.000Z,12791.17,BigBasket,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
T1164,C006,CRD06,2026-04-30T22:01:58.000Z,20160.72,Croma,Electronics,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0532,C003,CRD03,2026-04-29T18:19:14.000Z,340.07,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0142,C007,CRD07,2026-04-28T16:05:20.000Z,4790.15,IRCTC,Travel,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0381,C002,CRD02,2026-04-30T14:27:22.000Z,353.47,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T0688,C009,CRD09,2026-04-28T22:36:31.000Z,613.53,Reliance Digital,Electronics,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1
T0631,C004,CRD04,2026-04-28T23:09:48.000Z,850.93,Croma,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0798,C007,CRD07,2026-05-01T01:04:54.000Z,3107.06,IndianOil,Fuel,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1
T0542,C007,CRD07,2026-04-30T06:19:12.000Z,279.76,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1
T1089,C008,CRD08,2026-04-28T05:31:44.000Z,1865.48,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1
T0465,C005,CRD05,2026-04-29T23:22:00.000Z,455.66,DMart,Groceries,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1
